iter	Logloss
0	0.2598698474
1	0.1750360768
2	0.1496623274
3	0.1271861295
4	0.1193937103
5	0.1111048267
6	0.1042729776
7	0.09852657776
8	0.09375140554
9	0.08910991634
10	0.08538668767
11	0.0791506933
12	0.07420113316
13	0.06803777826
14	0.06368378673
15	0.06159805844
16	0.058792962
17	0.05697599426
18	0.05599419081
19	0.054152877
20	0.05280554168
21	0.0515369415
22	0.04876924659
23	0.04661200723
24	0.04532448069
25	0.04389106215
26	0.04228704992
27	0.04124050079
28	0.04051374539
29	0.04005430076
30	0.03908706453
31	0.03857931294
32	0.03765360553
33	0.0371007236
34	0.03656026139
35	0.03579201693
36	0.03424223512
37	0.03343661481
38	0.03315792988
39	0.03288921229
40	0.03196954902
41	0.03148012364
42	0.0310957297
43	0.03083155555
44	0.03061586432
45	0.03024487424
46	0.02988996402
47	0.02954173669
48	0.02929064729
49	0.0289218029
50	0.02837506018
51	0.02826619749
52	0.02799735439
53	0.02775724544
54	0.027547414
55	0.02732059959
56	0.02707432975
57	0.02688470915
58	0.02670104554
59	0.02652557663
60	0.02628948564
61	0.02601091957
62	0.0258979988
63	0.02550125721
64	0.0254106122
65	0.02520945661
66	0.02507428123
67	0.02497453067
68	0.02486600794
69	0.02447283908
70	0.02437221959
71	0.0242607881
72	0.02411792645
73	0.02399836057
74	0.0238462908
75	0.02380668483
76	0.02370777133
77	0.02348631586
78	0.02339275059
79	0.02327656679
80	0.02309888015
81	0.02309893128
82	0.0230213322
83	0.02302045711
84	0.02290241789
85	0.02276340529
86	0.02264369385
87	0.02264309921
88	0.02264304218
89	0.02264287228
90	0.02264281276
91	0.02264252111
92	0.02264221433
93	0.02264219045
94	0.02264210647
95	0.02264194127
96	0.02264138133
97	0.02264085047
98	0.02264036938
99	0.02264024003
100	0.02263970525
101	0.02263970525
102	0.02263970525
103	0.02263970525
104	0.02263970525
105	0.02263970525
106	0.02263970525
107	0.02263970525
108	0.02263970525
109	0.02263970525
110	0.02263970525
111	0.02263970525
112	0.02263970525
113	0.02263970525
114	0.02263970525
115	0.02263942455
116	0.02263942067
117	0.02263926013
118	0.02263881323
119	0.0226387758
120	0.02263836167
121	0.02263835068
122	0.02263827891
123	0.02263801431
124	0.0226380257
125	0.02263768244
126	0.02263768244
127	0.02256547173
128	0.02256527439
129	0.02256506301
130	0.0225649246
131	0.02248983093
132	0.02238259873
133	0.02238227828
134	0.02238227665
135	0.02238183665
136	0.02238153692
137	0.02238137193
138	0.02238102765
139	0.02238088848
140	0.02227646647
141	0.02194212736
142	0.02175040331
143	0.02165341868
144	0.02152104263
145	0.02151821482
146	0.02151809737
147	0.02151795476
148	0.02151614526
149	0.0215148659
150	0.02151468789
151	0.02151416334
152	0.02151413015
153	0.02151374545
154	0.02151269163
155	0.02151215841
156	0.02151123689
157	0.02150785524
158	0.02150034164
159	0.02149563242
160	0.02142359399
161	0.0213912463
162	0.02139102188
163	0.02126612053
164	0.0212333696
165	0.02113883728
166	0.02113860601
167	0.02113853039
168	0.02113836411
169	0.02113787952
170	0.02113772065
171	0.02113762254
172	0.02113746083
173	0.02113523111
174	0.02113510085
175	0.02113307534
176	0.02113139686
177	0.02113110577
178	0.02113104624
179	0.02113093225
180	0.02108242691
181	0.02108222775
182	0.0210819928
183	0.02108178571
184	0.0210292692
185	0.02097932714
186	0.02097718202
187	0.02097677775
188	0.02097635666
189	0.02097593509
190	0.02097589897
191	0.02097572891
192	0.02097560685
193	0.02097523079
194	0.02097494899
195	0.02088125683
196	0.02088117995
197	0.02088108742
198	0.02088103728
199	0.02088061268
200	0.02088040082
201	0.02088028145
202	0.02088017767
203	0.0208797802
204	0.02087976694
205	0.02087974831
206	0.02087962216
207	0.02087944292
208	0.02087914601
209	0.02087917434
210	0.0208790276
211	0.02087878758
212	0.02087874187
213	0.02087856695
214	0.02087854722
215	0.02087854722
216	0.02087831875
217	0.02087824018
218	0.02087818107
219	0.02087821347
220	0.02087813514
221	0.02087808191
222	0.0208780484
223	0.02087792788
224	0.02087774465
225	0.02087735864
226	0.02087733261
227	0.02087733262
228	0.02087726468
229	0.02087726468
230	0.02084946932
231	0.02077595832
232	0.02073885147
233	0.02062816311
234	0.02062787126
235	0.02056292137
236	0.02056292137
237	0.02055876018
238	0.02055863889
239	0.02055788479
240	0.02055745901
241	0.02055415434
242	0.02055394252
243	0.02055374966
244	0.02055359027
245	0.02055355779
246	0.02055355779
247	0.02055301846
248	0.02055280654
249	0.02055276014
250	0.02055251259
251	0.02055235971
252	0.02055199526
253	0.02055199526
254	0.02055199526
255	0.02055193615
256	0.02055193615
257	0.02055193615
258	0.02055193615
259	0.02055193615
260	0.02055193615
261	0.02055193615
262	0.02055193615
263	0.02055193615
264	0.02055193615
265	0.02055193615
266	0.02055193615
267	0.02055146265
268	0.02055123249
269	0.02055088818
270	0.02055074351
271	0.02055065924
272	0.02055052795
273	0.02055041257
274	0.02055036917
275	0.02055028681
276	0.02055022509
277	0.02054997845
278	0.02054960605
279	0.02054958632
280	0.02054938865
281	0.02054927451
282	0.02054886664
283	0.0205484202
284	0.02054836662
285	0.02054818225
286	0.02054818225
287	0.02054818225
288	0.02054818225
289	0.02054818225
290	0.02054818225
291	0.02054818225
292	0.02054818225
293	0.02054818225
294	0.02054818225
295	0.02054818225
296	0.02054818225
297	0.02054818225
298	0.02054818225
299	0.02054818225
300	0.02054818225
301	0.02054818225
302	0.02054818225
303	0.02054818225
304	0.02054818225
305	0.02054818225
306	0.02054802675
307	0.02054790631
308	0.02054747183
309	0.02054513926
310	0.02054475506
311	0.02054474917
312	0.0205447439
313	0.0205433503
314	0.02054302024
315	0.02054292129
316	0.02054286906
317	0.02054251842
318	0.02054251842
319	0.02054250644
320	0.02054239718
321	0.0205423061
322	0.02054224007
323	0.02054193131
324	0.02054172779
325	0.02054159229
326	0.02054144409
327	0.02054139774
328	0.02053951779
329	0.02053947026
330	0.02053929038
331	0.02053919688
332	0.02053907736
333	0.02053883189
334	0.02053879355
335	0.02053852377
336	0.02053843599
337	0.02053843107
338	0.02053828112
339	0.02053793503
340	0.02053683858
341	0.02053664295
342	0.02053661481
343	0.02053659482
344	0.0205364931
345	0.02053639288
346	0.02053642321
347	0.02053624165
348	0.02053617942
349	0.02053613466
350	0.02053616022
351	0.02053447256
352	0.02053439159
353	0.02053411587
354	0.02053377333
355	0.02053366028
356	0.02053362539
357	0.02053329075
358	0.02053326506
359	0.0205331875
360	0.02053309582
361	0.0205330986
362	0.02053296574
363	0.02053293654
364	0.020532846
365	0.02053272712
366	0.02053261956
367	0.02053253487
368	0.02053236124
369	0.02053209737
370	0.02053196728
371	0.02053181227
372	0.02053165535
373	0.02053070736
374	0.02053054262
375	0.02052387082
376	0.0205234248
377	0.02052331762
378	0.02052330138
379	0.02052232513
380	0.02052229382
381	0.02052212266
382	0.02052206488
383	0.02052195259
384	0.02052176804
385	0.02052176804
386	0.02052166747
387	0.02052166747
388	0.02052161187
389	0.02052162775
390	0.02052142789
391	0.02052125137
392	0.02052123533
393	0.02052103935
394	0.02052092004
395	0.02052087943
396	0.02052082829
397	0.02052072688
398	0.0205205292
399	0.02052044158
400	0.02052035709
401	0.0205201667
402	0.02052008161
403	0.02052008309
404	0.02052001061
405	0.02052001061
406	0.02052001061
407	0.02052001061
408	0.02052001061
409	0.02052001695
410	0.02051976376
411	0.0205195425
412	0.02051945396
413	0.02051937792
414	0.02051921697
415	0.02051921697
416	0.02051897664
417	0.02051895485
418	0.02051895485
419	0.02051875858
420	0.02051866569
421	0.02051856906
422	0.02051849924
423	0.02051849924
424	0.02051846446
425	0.02051769016
426	0.02051769016
427	0.02051749246
428	0.02051743865
429	0.02051743865
430	0.02051724917
431	0.02051707228
432	0.02051700207
433	0.02051658588
434	0.02051651877
435	0.02051635821
436	0.02051632257
437	0.02051592835
438	0.02051588991
439	0.02051586668
440	0.02051578402
441	0.02051575977
442	0.02051559179
443	0.02051545981
444	0.02051529681
445	0.02051521391
446	0.02051507685
447	0.02051499885
448	0.02051489396
449	0.02051488356
450	0.02051479666
451	0.02051462746
452	0.02051428723
453	0.02051422423
454	0.02051418185
455	0.02051413005
456	0.02051396517
457	0.02051388077
458	0.02051379202
459	0.02051369982
460	0.02051368989
